Z1,Z2,Z3
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
1496.2499669763286,3.680097996,931.5099999999998
