Z1,Z2,Z3
545.3346373295924,1.32389046,349.13000000000005
545.3346373295924,1.32389046,349.13000000000005
1071.5476241493946,2.6523744120000003,670.55
1071.5476241493946,2.6523744120000003,670.55
1071.5476241493946,2.6523744120000003,670.55
1071.5476241493946,2.6523744120000003,670.55
1225.0448447620886,2.978148972,757.9899999999999
1071.5476241493946,2.6523744120000003,670.55
1071.5476241493946,2.6523744120000003,670.55
1071.5476241493946,2.6523744120000003,670.55
469.7173254848012,1.306230676,330.8
469.7173254848012,1.306230676,330.8
1071.5476241493946,2.6523744120000003,670.55
1071.5476241493946,2.6523744120000003,670.55
777.3987542658084,1.9985286680000003,498.75
1000.1094222417456,2.3171150839999997,600.71
469.7173254848012,1.306230676,330.8
777.3987542658084,1.9985286680000003,498.75
1000.1094222417456,2.3171150839999997,600.71
1000.1094222417456,2.3171150839999997,600.71
777.3987542658084,1.9985286680000003,498.75
1000.1094222417456,2.3171150839999997,600.71
1071.5476241493946,2.6523744120000003,670.55
1121.780603452655,2.6438805879999996,689.1999999999999
777.3987542658084,1.9985286680000003,498.75
1121.780603452655,2.6438805879999996,689.1999999999999
1071.5476241493946,2.6523744120000003,670.55
1225.0448447620886,2.978148972,757.9899999999999
777.3987542658084,1.9985286680000003,498.75
545.3346373295924,1.32389046,349.13000000000005
777.3987542658084,1.9985286680000003,498.75
1000.1094222417456,2.3171150839999997,600.71
469.7173254848012,1.306230676,330.8
1121.780603452655,2.6438805879999996,689.1999999999999
761.4128280602789,1.9987144120000002,508.44
1071.5476241493946,2.6523744120000003,670.55
761.4128280602789,1.9987144120000002,508.44
1071.5476241493946,2.6523744120000003,670.55
1071.5476241493946,2.6523744120000003,670.55
1071.5476241493946,2.6523744120000003,670.55
1121.780603452655,2.6438805879999996,689.1999999999999
1071.5476241493946,2.6523744120000003,670.55
777.3987542658084,1.9985286680000003,498.75
1000.1094222417456,2.3171150839999997,600.71
1121.780603452655,2.6438805879999996,689.1999999999999
1000.1094222417456,2.3171150839999997,600.71
1225.0448447620886,2.978148972,757.9899999999999
777.3987542658084,1.9985286680000003,498.75
1121.780603452655,2.6438805879999996,689.1999999999999
1071.5476241493946,2.6523744120000003,670.55
1121.780603452655,2.6438805879999996,689.1999999999999
1121.780603452655,2.6438805879999996,689.1999999999999
1121.780603452655,2.6438805879999996,689.1999999999999
777.3987542658084,1.9985286680000003,498.75
1121.780603452655,2.6438805879999996,689.1999999999999
777.3987542658084,1.9985286680000003,498.75
1000.1094222417456,2.3171150839999997,600.71
1071.5476241493946,2.6523744120000003,670.55
777.3987542658084,1.9985286680000003,498.75
1121.780603452655,2.6438805879999996,689.1999999999999
777.3987542658084,1.9985286680000003,498.75
1121.780603452655,2.6438805879999996,689.1999999999999
1000.1094222417456,2.3171150839999997,600.71
1071.5476241493946,2.6523744120000003,670.55
1071.5476241493946,2.6523744120000003,670.55
1000.1094222417456,2.3171150839999997,600.71
1121.780603452655,2.6438805879999996,689.1999999999999
1071.5476241493946,2.6523744120000003,670.55
777.3987542658084,1.9985286680000003,498.75
1000.1094222417456,2.3171150839999997,600.71
1000.1094222417456,2.3171150839999997,600.71
1121.780603452655,2.6438805879999996,689.1999999999999
1071.5476241493946,2.6523744120000003,670.55
569.7919576928574,1.2980515879999999,344.27
777.3987542658084,1.9985286680000003,498.75
761.4128280602789,1.9987144120000002,508.44
1225.0448447620886,2.978148972,757.9899999999999
1121.780603452655,2.6438805879999996,689.1999999999999
1121.780603452655,2.6438805879999996,689.1999999999999
1071.5476241493946,2.6523744120000003,670.55
1121.780603452655,2.6438805879999996,689.1999999999999
704.4335174443711,1.6246313479999999,423.07
1000.1094222417456,2.3171150839999997,600.71
1071.5476241493946,2.6523744120000003,670.55
1121.780603452655,2.6438805879999996,689.1999999999999
1000.1094222417456,2.3171150839999997,600.71
704.4335174443711,1.6246313479999999,423.07
761.4128280602789,1.9987144120000002,508.44
704.4335174443711,1.6246313479999999,423.07
1000.1094222417456,2.3171150839999997,600.71
1071.5476241493946,2.6523744120000003,670.55
1000.1094222417456,2.3171150839999997,600.71
777.3987542658084,1.9985286680000003,498.75
1225.0448447620886,2.978148972,757.9899999999999
1071.5476241493946,2.6523744120000003,670.55
777.3987542658084,1.9985286680000003,498.75
1121.780603452655,2.6438805879999996,689.1999999999999
777.3987542658084,1.9985286680000003,498.75
1121.780603452655,2.6438805879999996,689.1999999999999
1071.5476241493946,2.6523744120000003,670.55
